n,38532,51695,27,38532,,5200,,35495,16200,Verified,760xx,,,,,,,,,,,
0,10,TX,,102000,,Individual,13802,3345,60.2,0,0,0,0,,25.95,,Oct-94,5 years,HR Manager,24000,24000,C,MORTGAGE,,,w,,,1,797.03,11.99%,Dec-15,24000,Fully Paid,,,254,217,2,2,4,79,,,,2,79,0,79,0,4,5,4,6,11,10,13,6,18,0,0,0,4,18,,,,,,,96.4,75,1,0,0,debt_consolidation,6533,39.80%,C1,0, 36 months,Debt consolidation,248443,290779,28,96144,,8400,,110404,16400,Verified,770xx,,,,,,,,,,,
0,1,CA,,35000,,Individual,7198,5106,52.3,0,0,0,0,,17.83,,Dec-10,< 1 year,Quality Inspector I,10000,10000,A,RENT,,,w,,,0,308.27,6.89%,Dec-15,10000,Fully Paid,,,60,46,31,9,0,,,,,35,,10,,0,3,4,3,3,3,4,5,4,6,0,0,0,1,6,,,,,,,100,0,1,0,0,credit_card,5812,49.70%,A3,0, 36 months,Credit card refinancing,43188,56910,8,43188,,10700,,45210,11700,Not Verified,950xx,,,,,,,,,,,
0,1,WI,,90000,,Individual,4240,22681,59.9,0,0,0,0,,13.17,,May-86,5 years,VP,20000,19950,B,RENT,,,w,,,2,637.58,9.17%,Dec-15,20000,Current,,,167,355,1,1,0,28,,,,1,,1,28,0,4,4,6,8,2,10,15,4,10,0,0,0,1,10,,,,,,,94.1,16.7,1,0,0,other,33919,59.10%,B2,0, 36 months,Other,33919,57400,17,33919,,56600,,0,57400,Not Verified,531xx,,,,,,,,,,,
0,11,NE,,60000,,Individual,5153,1832,90.2,0,0,0,0,,21.6,,Mar-07,4 years,Supervisor,5000,5000,D,MORTGAGE,,,w,,,1,177.15,16.55%,Dec-15,5000,Fully Paid,,,58,105,5,5,1,,,,,7,,4,,0,6,8,6,9,4,13,18,8,16,0,0,0,6,16,,,,,,,100,83.3,1,0,0,debt_consolidation,24357,72.90%,D2,0, 36 months,Debt consolidation,82451,104050,23,34252,,18600,,12510,33400,Source Verified,688xx,,,,,,,,,,,
0,4,WA,,50000,,Individual,27597,2503,77.7,0,0,1,0,,21.36,,Feb-97,4 years,RN,10800,10800,C,MORTGAGE,,,f,,,2,358.67,11.99%,Dec-15,10800,Fully Paid,,,142,226,3,3,4,5,,,,18,5,3,5,0,3,5,3,8,7,5,13,5,10,0,0,0,1,10,,,,,,,95.7,66.7,1,0,0,home_improvement,19436,60.90%,C1,0, 36 months,Home improvement,275974,310624,24,50422,,11200,,45822,31900,Not Verified,983xx,,,,,,,,,,,
0,5,NY,,39000,,Individual,2059,29288,39.9,0,0,0,0,,23.85,,Apr-03,n/a,,14025,14025,C,RENT,,,w,,,1,469.8,12.59%,Dec-15,14025,Current,,,79,152,6,6,0,,,,,6,,0,,0,7,7,9,9,3,11,13,8,12,0,0,0,2,12,,,,,,,100,33.3,1,0,0,medical,22014,41.40%,C2,0, 36 months,Medical expenses,24707,62800,16,24707,,48700,,9600,53200,Verified,107xx,,,,,,,,,,,
0,1,NY,,120000,,Individual,21307,45459,38.4,0,0,0,0,,16.34,,Jul-91,10+ years,Captain,25000,25000,A,MORTGAGE,,,w,,,0,770.68,6.89%,Dec-15,25000,Current,,,139,283,3,3,1,,,,,3,,,,0,4,9,5,11,4,12,22,9,14,0,0,0,1,14,,,,,,,100,0,1,0,0,debt_consolidation,72867,35.90%,A3,0, 36 months,Debt consolidation,276996,435200,29,72867,,73800,,0,167200,Not Verified,112xx,,,,,,,,,,,
0,2,CT,,62000,,Individual,3954,12619,19.6,0,0,0,0,,10.62,,Dec-08,2 years,accountant,14000,14000,B,RENT,,,w,,,0,295.81,9.76%,Dec-15,14000,Fully Paid,,,84,84,12,12,0,,,,,28,,19,,0,3,3,3,5,7,4,8,4,9,0,0,0,1,9,,,,,,,100,0,1,0,0,car,3305,19.80%,B3,0, 60 months,Car financing,35582,60347,15,35582,,15700,,43647,16700,Not Verified,068xx,,,,,,,,,,,
0,2,IL,,39000,,Individual,4039,19,99.2,0,0,0,0,,24.12,,Jun-07,4 years,Office Supervisor/Consultant,4000,4000,B,RENT,,,f,,,0,130.28,10.64%,Dec-15,4000,Current,,,98,102,14,14,0,,,,,102,,18,,0,1,3,1,1,15,3,3,3,11,0,0,0,0,11,,,,,,,100,100,1,0,0,other,3697,49.30%,B4,0, 36 months,Other,44426,69075,18,44426,,2500,,61575,7500,Verified,601xx,,,,,,,,,,,
0,6,CA,,25000,,Individual,2225,11640,31.5,0,0,0,0,,26.16,,Jul-07,1 year,bartender,4000,4000,C,OWN,,,f,,,0,135.13,13.18%,Dec-15,4000,Fully Paid,,,5,97,12,2,0,,,,,12,,4,,0,5,7,5,5,2,7,9,7,9,0,0,0,5,9,,,,,,,100,0,1,0,0,credit_card,5518,26.30%,C3,0, 36 months,Credit card refinancing,20021,35958,12,20021,,17000,,14958,21000,Verified,908xx,,,,,,,,,,,
0,1,CA,,72000,,Individual,80864,5007,44.4,0,0,0,0,,6.52,,Jul-02,5 years,Consulting Services,26000,26000,B,MORTGAGE,,,f,,,0,560.65,10.64%,Dec-15,26000,Current,,,,161,16,16,2,,,,,16,,,,0,1,1,1,6,0,1,7,1,2,0,0,0,0,2,,,,,,,100,0,1,0,0,debt_consolidation,3993,44.40%,B4,0, 60 months,Debt consolidation,161728,177367,9,3993,,9000,,0,9000,Not Verified,956xx,,,,,,,,,,,
0,4,TN,,52000,,Individual,12776,3857,38.8,0,0,1,0,,27.53,,Feb-05,10+ years,Welder,12925,12925,D,MORTGAGE,,,w,,,0,457.93,16.55%,Dec-15,12925,Charged Off,,,130,124,4,4,2,17,17,76,,9,76,2,76,2,3,6,4,5,8,8,12,6,12,0,0,1,3,12,,,,,,,90.5,25,1,1,0,other,5600,40.60%,D2,0, 36 months,Other,153312,202508,22,35485,,6300,,45349,13800,Verified,372xx,,,,,,,,,,,
0,6,OR,,82000,,Individual,2101,13993,17.7,0,0,0,0,,6.28,,Nov-07,5 years,Sales ,24000,23775,F,MORTGAGE,,,f,,,1,690.3,23.99%,Dec-15,24000,Charged Off,,,8,97,2,2,0,50,,,,2,,2,50,0,2,3,7,7,1,8,11,3,9,0,0,0,5,9,,,,,,,91.7,0,1,0,0,debt_consolidation,3443,15.60%,F3,0, 60 months,Debt consolidation,18912,38652,12,18912,,17000,,16652,22000,Verified,970xx,,,,,,,,,,,
0,3,TX,,59500,,Individual,1696,70670,33,0,0,0,0,,29.46,,Jul-76,10+ years,ONCOLOGY MASSAGE THERAPIST,18000,18000,A,OWN,,,w,,,0,542.07,5.32%,Dec-15,18000,Current,,,126,473,7,7,2,,,,,31,,22,,0,15,22,15,17,4,25,35,22,26,0,0,0,1,26,,,,,,,100,20,1,0,0,debt_consolidation,39515,27.40%,A1,0, 36 months,Debt consolidation,44100,154000,41,44100,,105500,,10000,144000,Not Verified,770xx,,,,,,,,,,,
